id	document	label
8741214	큰 병이면 어떡하나 걱정 돼서 병원도 못 가겠어.	0
7785809	계속 병원에만 있다 보니까 진짜 문제 있을까봐 걱정이야.	0
9757434	몸에 무슨 문제 있는 건가 걱정도 되고…	0
9753792	어딘가 잘못됐을까요?	0
7520154	다른 병원에 가서 진찰을 좀 더 받아보는 게 맞을까?	0
8902582	학자금은 언제 다 갚나… 아직도 몇 년은 더 남았는데… 	0
9578691	경제적인 문제만 좀 풀려주면 좋겠는데… 쉽지가 않네요.	0
7469033	언제쯤 저는 돈 걱정 없이 살 수 있을까요?	0
3914806	내가 나중에 이걸 관두면 나는 그럼 어떡하지? 뭘 해 먹고 살지? 돈은?	0
10212945	당장 해결해야 하는 치료비 때문에 걱정이 많았어.	0
9893434	걱정이 되게 많았거든요. 등록금도 그렇고 생활비도 그렇고… 다 돈 문제…	0
9615602	당장 다음 달 월세도 내야 하고 그런데… 아무래도 돈 걱정이 제일 커.	0
10138538	근데 그것도 잠시였고 한 달만 지나니까 막 돈 걱정이 되는 거예요.	0
6139250	내가 이 회사를 다니는 게 맞나… 그런 생각도 들고요. 	0
6738759	앞으로 집은 어떻게 사나 싶어요. 	0
10108387	좋은 환경에 있어도 잘될까 말까 하는데… 이런 환경에서 사람답게 살 수 있을까?	0
5678216	이렇게 계속 살아도 되는 걸까?	0
8470143	언제쯤 제 인생에 해가 뜰까요?	0
6565615	상황이 대체 언제 나아질까?	0
7838658	앞으로 뭘 하면 좋을까?	0
3526263	평생 이러진 않겠지?	0
625839	처음에는 제 미래가 너무 막연하게 걱정돼서 그랬거든요.	0
6153764	걱정이 돼서 밤에 잠이 안 와.	1
9179457	또 못 자면 어떡하지? 하고 걱정이 드는데 그거 때문에 더 못 자는 거 같아요.	1
3685947	언제 또 이렇게 못 잘 지 모르겠고… 또 못 자게 될까봐 그게 걱정돼.	1
8747603	안 해도 될 걱정을 하게 되고 그렇게 생각하다 다시 또 잠을 못 자.	1
9153275	이런저런 걱정이 많아서 잠도 못 자고 있고요.	1
2850477	위염인 줄 알았는데 암이었다는 사람도 있었고… 걱정이 되지.	0
8513072	"간암도 초기에는 잘 모른다고 하니까… 내가 간암일 수도 있지 않나, 내가 간암이면 어쩌나 그런 걱정도 해."	0
8546726	암이면 어떻게 하지?	0
8674440	혹이 암으로 발전할 가능성은 별로 없다고는 하는데… 사람 일은 모르는 거잖아요.	0
6842532	암이 뭐 나이 가리냐? 혹시 모르잖아. 당연히 걱정되지.	0
9106604	하루종일 딸만 생각하고 있어.	0
10261336	하루종일 아들만 생각해.	0
8518274	딸 걱정 때문에 다른 일도 잘 못 하겠어.	0
7348295	저 때문에 아이들이 제대로 못 클까봐 걱정이고..	0
5882876	나도 내 삶을 살고 싶은데…맨날 아이 걱정만 해.	0
8472176	주변에서는 나이도 어린데 뭔 그런 걱정이냐고 하는데 그래도…	0
4446905	주변 사람들은 제가 너무 걱정이 많다고 하는데 모르겠어요.	0
6252170	그냥 뭘 사거나 아니면 말을 할 때도 다른 사람이 어떻게 생각할지 걱정해요.	0
8777723	학생들이 뭐라고 생각하겠어. 분명 이상하다고 생각할 거야.	0
8670820	학생들이 뭐라고 생각하겠어. 분명 이상하다고 생각할 거야.	0
3384269	선생님은 수술 잘됐다고 안심하라고 하는데 밤만 되면 나도 병이 재발하는 게 아닌가 싶고…	0
7781028	"또 크게 어지럼증이 느껴져서 쓰러지기라도 하면 어떡하나, 큰일이 나면 어쩌나 싶더라구."	0
9890330	또 그런 증상이 나타날까 봐 걱정되네요.	0
8660428	수술은 잘 됐는데 요즘 이게 다시 재발하진 않을까 걱정되고…	0
10212029	"아직 병이 다 낫지도 않았는데, 남편이 없을 때 발작이 나면 어떡하지?"	0
8575963	또 쓰러지면 어떡하죠?	0
7033414	백화점이나 극장처럼 사람들이 붐비는곳에 가면 땅이 흔들리는것 처럼 어지러워.	0
10122280	수술하고 회복해서 지금은 괜찮은데 재발이 항상 걱정이야.	0
8062501	문득 그 때가 생각나서 다시 또 그러진 않을까 너무 걱정이 돼.	0
2937929	누가 나 좀 위로해줬으면 좋겠다… 	0
4777325	나만 어디 버려져 있는 느낌이에요.	0
7047706	세상에 저 혼자 있는 거 같아요. 	0
7263316	사람 많은 곳에 서 있으면 나만 뚝 떨어진 느낌? 마치 버려진 느낌이 들어요.	0
9297500	사람들 사이에 있으면 나만 버려져 있는 거 같아요.	0
3234156	내 옆엔 아무도 없어.	0
6245450	세상에 내 편이 아무도 없어.	0
5249559	기댈 곳이 없어서 눈앞이 깜깜할 때가 있어.	0
8570013	누군가 나를 좀 이해해줬으면 좋겠어요.	0
8880577	날 이해해줄 수 있어요?	0
6197121	세상에 저 혼자만 있는 거 같아요.	0
9169160	저를 도와줄 사람이 아무도 없는 거 같아요.	0
10066840	내가 정말 황당해서…	0
8681070	처음에 그 얘기를 들었을 때는 너무 황당한 거예요.	0
6077668	기사님한테 세워달라고 할 수도 없고…	0
6555618	하…내가 정말 어떻게 해야 하는건지 모르겠어.	0
4989285	덥다고 핑계 대는 것도 한두 번이지. 진짜 미쳐버리겠어.	0
1711932	이러다 죽는 게 아닌가 싶을 정도였어. 	0
1870395	무서워서 이를 악 물었는데 얼마나 세게 물었는지 나중에는 턱이 얼얼하더라구.	0
9829888	으… 보기만 해도 비명이 바로 튀어 나온다. 	0
8333987	그때만 생각하면 소름이 돋아요.	0
8126489	볼 때는 별 생각 없었거든요. 그냥 소름 끼친다 정도?	0
81637	왜 사람이 너무 행복하면 거기에서 공포를 느낀다고 하잖아요.	0
23929	원래 새 봐도 별 느낌이 없었거든.	0
6663588	근데 학교에서 비둘기가 막 낮게 날면서 위협한 이후로 새들이 무서워졌어.	0
5503928	"멀리서 비둘기 보여도 갑자기 달려들까봐 피하고, 가까이 오면 소리지르고 난리도 아니야."	0
6344106	"비둘기는 진짜 많이 보이잖아. 사람이 다가와도 안 피하고, 몸은 뚱뚱해서 뒤뚱뒤뚱… 생각만 해도 너무 싫어."	0
10149152	"내가 너무 새를 무서워하니까 친구들도 그걸 알고, 새 오면 알아서 나 피하게 해주고 그럴 정도야. "	0
9295404	"남들한텐 사소한 걸수도 있는데, 제가 새를 진짜 무서워하거든요. "	0
9603725	근데 군대에 새가 아예 없는 것도 아닐 텐데… 만약에 훈련받고 있는데 새 보면 어떡하죠?	0
9163009	비둘기가 너무 무섭다.	0
9418231	근데 진짜 새 때문에 미치겠다…	0
9687122	새가 너무 무서워. 보기만해도 소리를 지를 정도야.	0
4038387	저도 살아 숨쉰다는 느낌을 받고 싶어요. 지금은 죽어있는 느낌이예요.	1
8913715	외롭다는 생각도 모르고 그냥 적응하고 살았는데… 가끔은 내 인생은 왜 이럴까..서글프게 느껴져요.	1
7927383	세상에 제 편은 아무도 없는 것 같아요. 먼지처럼 사라져도 아무도 모르겠죠?	1
8508764	인생이 공허해.	1
3403149	저는 제 할 일 열심히 잘 했다고 생각했는데… 남는 건 하나도 없는 거 같고… 허탈해요.	1
1119950	저도 살아 숨쉰다는 느낌을 받고 싶어요. 지금은 죽어있는 느낌이에요.	1
6976560	아버지의 빈자리가 너무 컸어요.	1
4817061	그 전까지는 잠들면 내일이 기대가 됐는데 이젠 그런 게 없어.	1
1025241	"마음이 허하다, 허해…"	1
2922082	작은 소리에도 깜짝깜짝 놀라고… 정상적인 생활이 안 돼요.	1
5444748	장난이라고 하는데 자꾸 생각나고 신경 쓰여요.	1
9363921	다들 신경이 극에 달했던 것 같아.	1
2361255	그 후로도 누가 뭘 떨어트리기만 해도 진짜 너무 놀라니까…	1
2385954	길을 걸을 때마다 감각이 한껏 예민해져.	1
5686473	그리고 별 거 아닌 말에도 내가 되게 예민하게 굴고…	1
7227535	그렇게 몇 개월 다니다 보니까 사람 할 짓이 못되더라고요.	0
1508152	그거 때문에 괴로워서 미칠 거 같아요.	0
3943125	저 진짜 상처 너무 많이 받는데… 그 사람을 놓을 수가 없어요.	0
1922525	몸도 몸이지만 정신적으로도 너무 괴로워.	0
9039778	여러모로 괴로운 날들이었어.	0
7805059	외롭지는 않아요. 제가 항상 선택하는 거니까… 그냥 제 스스로 괴로울 뿐이죠.	0
9324383	이렇게 스트레스 받으면서까지 운전을 해야 하나 싶기도 하고… 너무 괴로워.	0
9150201	난 그런 그릇도 못 가졌는데… 진짜 너무 괴롭다.	0
7473724	침대에 계속 누워 있다가 동 트는 거 보면 진짜 너무 괴로워.	0
7573034	그게 이미 3년 전 일인데도 아직도 괴로워요.	0
4550192	그래서 더 미치겠어…	0
1347002	돌아버리겠어.	0
6590993	나 이제 못 버티겠어.	0
6580205	언제쯤 괜찮아질까요…	0
9666256	너무 괴롭다…	0
9967162	얼른 이런 상태에서 벗어나고 싶어.	0
5304583	멍청이가 되어가고 있는 거 같아…	0
8309459	시간이 지나면 괜찮아 질 거라고 생각했는데 아니었어.	0
8010423	잘 안되네요. 저도 너무 괴로워요.	0
7712668	뭔가 잘못되고 있다는 생각이 든 순간부터…잠도 안 오고 마음이 괴로워.	0
5923805	엘리베이터에서 구조되고..곧바로 괜찮아졌는데.. 요즘 다시 그때 그 느낌이 들어서 괴롭네요.	0
5613442	이런 감정이 들면 몸도 마음도 너무 괴로워.	0
4193028	사람들이 막 웃어댔는데 진짜 그 때만 생각하면 아직도 너무 끔찍해.	0
9103654	왜 저에게 이런 일이 일어나는 거죠.. 치료가 가능할까요?	0
9737474	벗어나고 싶은데 벗어날 수가 없어.	0
8711262	왜 이렇게 미련하게 사는 걸까..	0
4437265	학교에서 둘이 웃는 걸 못 볼 것 같았어.	0
36087	내일이면 퇴원하는데 얼른 이 지옥에서 벗어나고 싶어. 너무 괴로워.	0
10114923	진짜 너무 괴로워서 다 놓아버리고 싶어요.	0
3988502	1학년 때 그래서 엄청 괴로웠어.	0
512688	기분이 계속 다운된 상태였어요. 	0
10010968	혼자 깊은 감옥에 갇혀서 못 빠져나오는 느낌? 	0
3265565	다 맘에 안 들고 기분이 안 좋아요. 	0
8890254	실수 한 번 없이 완벽하게 일한다고 칭찬받는 게 기분 좋은 일인데 난 하나도 기분이 안 좋아. 	0
9119967	그럴 땐 기운이 탁 빠져요. 	0
7435669	기분이 점점 처졌어요.	0
7603466	근데 그걸 먹기 시작하니까 오전에 기분이 탁 가라앉아요.	0
8055931	"항에스트로겐을 먹은지 한 달 됐는데, 갑자기 오전에 기분이 완전 가라앉고, 만사가 다 귀찮은 거야. 그러다 점심 때되니까 기분이 좀 나아지더라고."	0
2182684	"한나절 청소하고, 빨래하고… 집안일을 다 하고 나면 할 일이 없어서 기분이 가라앉아."	0
8154957	끝없이 가라앉는 기분이에요.	0
3545895	기분이 너무 안 좋아요…	0
9414462	늘 기분이 가라앉아 있는 거 같아.	0
6291727	정말 마음이 안 좋아요.	0
3427286	약을 먹으면서부터 오전에는 기분이 가라앉고 오후가 되면 나아지더라구요.	0
1207277	누가 저를 자꾸만 아래로 끌어내리는 기분이에요.	0
8670966	분명 내가 계속 바라던 일이었는데도 기분이 안 좋네.	0
6871120	그런 걸 기시감이라고 하지?	0
5124760	"친구랑 한 번도 안 가본 빵집에 갔는데, 왠지 되게 익숙한 기분이 드는 거야."	0
6931068	지금 이렇게 상담하는 것도 뭔가 예전에 봤던 것 같이 느껴져요.	0
1618314	처음 기시감이 든 건 일 년 전쯤이에요.	0
4289323	처음이 아닌 듯한 그런 기분이 들어서… 어 이상하다 이상하다 했어요.	0
8381652	긴장을 해서 그런가?	1
8557261	물론 많이 떨기는 하지만요.	1
3187395	아무것도 아닌 일에 자꾸 긴장이 되고…	1
10274403	너무 긴장해서 운전대 잡은 손이 땀이 나고 온 몸에 힘을 주고 운전하니까 몸살 난거처럼 여기저기 아프고…	1
2523528	멀리서 걸어오는 사람만 봐도 가슴이 두근거리고 긴장이 되더라고요. 정말 큰일이에요.	1
7041870	"내가 PT를 하게 됐는데, 처음이라 너무 긴장이 되는 거야."	1
9268003	평소에는 긴장을 잘 안 하거든요. 근데 어젠 그랬어요.	0
917164	긴장하지 않아도 되는 상황인데 괜히 쫄릴 때가 많아요.	1
1595727	아무 일도 아닌 일에 깜짝 깜짝 놀라고… 긴장하고…	1
10079284	항상 긴장을 하는 상태니까…	1
9077483	원래 긴장을 안 하는 성격인데…어느 순간부터 너무 긴장이 되네요.	1
1724444	심부름 다녀오느라 늦었다 하고 나서는 또 엄청 긴장돼요.	1
7124022	대표님까지 오신 자리여서 더 긴장을 했던 것 같아요.	1
6409443	사람들이 나를 쳐다보면 아무것도 못 하겠어…	1
10243387	뭔가 긴장도 되고… 이 사람이 나한테 해코지하지 않을 거란 걸 아는데도 그래요.	1
2577310	일이 해도해도 끝이 없으니까 눈물이 날 정도였어요. 	0
4523923	그래서 많이 울었어요.	0
7862272	눈물이 날 거 같더라고.	0
573776	얼마나 힘들었는지 눈물이 핑 돌았어요. 	0
9056760	"교실에서 수업을 들을 때도 마음이 안 좋았는데, 실습을 나가야 해서 장애아들이 다니는 유치원에 가니까 눈물이 왈칵 나더라고요."	0
9643549	괜히 눈물만 나요.	0
6081437	이유 없이 눈물이 왈칵 올라올 때도 있어요.	0
9907350	삑 하면 눈물이 나요.	0
4445737	어느새 눈물이 뚝뚝 흐르고 있더라고요. 	0
6969112	주책인 것 같아서 안 그러고 싶은데 눈물이 안 멈추네요.	0
5149470	내 신세가 처량해서 눈물이 나요.	0
7696175	이상하게 자꾸 울게 돼.	0
9197636	또 멀쩡히 잘 있다가도 갑자기 눈물이 나더라.	0
7303814	그냥 가만히 있다가도 눈물 날 것 같은데 참을 수는 있어요.	0
6256531	가만히 있다가도 눈물 날 것 같고 그래.	0
7860179	누가 조금만 뭐라고 해도 욱하고 눈물 날 것 같고.	0
4813296	"경비 아저씨가 요즘 어떻게 지내냐고, 잘 지내냐고 묻는데 갑자기 눈물이 나는 거야."	0
8153915	옆집 애가 초등학교에 들어갔다는데… 그런 소식을 들어도 눈물이 나고…	0
9698597	눈물만 나.	0
9936129	꾹꾹 눌러 참아도 자꾸 울컥해.	0
7758340	"이제 더 이상 나올 눈물도 없을 거 같은데, 수도꼭지라도 튼 것처럼 눈물이 나."	0
7983475	괜히 눈물만 나오고…	0
6986888	눈물이 자꾸 쏟아져요.	0
220218	잠에서 깨면 눈물만 흘렀어요.	0
8730958	그리고 6월쯤 되니까 진짜 미칠 것 같아요. 맨날 울고 싶어요.	0
7717145	아직은 좋았던 게 생각나서 눈물나.	0
7713083	자다가 깨서 운 적도 많고.	0
5941602	사람들 없을 때면 펑펑 울었어요.	0
472846	근처에 사람이 없었는데 조금 울고 말았어..	0
9796817	그래서 나 대학도 내가 원하는 데 붙고 너무 좋은데 요즘 맨날 울어.	0
7049293	계속 시도때도 없이 눈물이 주르륵 흐르고.	1
214940	너무 답답해요.	1
8520381	너무 답답해서 미칠 거 같을 때가 있어요.	1
9360766	눈앞이 깜깜할 때도 있어요.	1
8830133	진짜 사람 미치는 거지. 	1
10043297	나도 답답하긴 하지.	1
3398464	마음대로 되는 게 없다고 해야 하나?	1
1576800	하루종일 식당에 갇혀 있는 기분이에요.	1
4913424	혈압은 분명 정상인 거 같은데… 왜 그런지 모르겠으니까 답답해서 미치겠어요.	1
9182989	"머리도 내 맘대로 못 하고, 매일 교복 검사하고, 가방 검사하고… 감옥에라도 갇힌 것 같았어."	1
8189929	"지난주에는 더 이상은 못 참겠다, 안 되겠다 생각이 들었어요."	1
8823884	미쳐버리겠어.	1
10052602	누가 내 마음을 알겠어!	1
7728430	정말 저 때문에 시아버지가 돌아가신 걸까요? 어디 하소연할 곳도 없고 너무 답답해요.	1
1374993	이해하려고 노력 중인데… 한번씩은 정말 이해가 안 가더라고…	1
6394494	얼른 해결하라고 말했는데 감감무소식이야. 답답해 죽겠어!	1
3743025	시어머니랑 둘이 하루종일 집에 있으면 숨 막혀요.	1
1699544	"안 뽑아보려고 했는데, 답답해서 죽겠는거에요."	1
6352418	"친구들이 넌 왜 이렇게 피곤하게 사냐고 하는데, 나도 내가 왜 이러고 사는지 모르겠어. 답답해."	1
2211206	"자원해서 중환자실로 가게됐는데, 뭔가 갇혀있는 느낌이 들어서 답답해."	1
10212408	왜 이렇게 모든 게 답답하지?	1
9751638	뭔가 마음 속에 해소되지 않는 응어리 같은 게 있는 기분이에요.	1
10225984	어디부터 뭘 해야 할지 감이 안 잡혀.	1
5591006	그럴 땐 정말 막막하다는 말밖에 안 나와.	1
9793236	답답해 죽겠어.	1
9502251	대체 이게 무슨 일인가 싶어…	1
8504382	"그 뒤로 새벽에 자다가 깼는데, 벽에 머리를 안 박으면 안 될 정도로 갑갑했어."	1
2092294	진짜 막막하다…	1
4930770	답답해서 지식인에라도 질문을 남겨봐야 하나 싶어.	1
5402666	마음이 너무 답답해요.	1
8198021	평소엔 멀쩡한 거 같은데 가끔 걷잡을 수 없이 답답해져요.	1
9823215	어떻게 하면 좋을지 모르겠어요.	1
9569992	마음이 답답하네요.	1
7751180	가슴이 꽉 막힌 거 같아요.	1
9467674	벗어나고 싶다…	1
9954533	정말 갑갑하네.	1
8555924	걔만 없으면 우리 가족이 편안해질 텐데… 답답하네요.	1
5277723	아…진짜 이해가 안돼. 답답한게 한두 가지가 아니야.	1
7917426	진짜 갑갑해서 미칠 것 같아요.	1
5767948	뭘 어째야하는건지…아…진짜 답답해.	1
6237814	남한테 피해 하나 주는것 없이 일하고 술 마시고 그런게 낙이었는데 답답하네요…	1
2334468	숨을 아무리 깊게 들이마셔도 갑갑한 느낌이 남아있어요.	1
9831680	막 손도 최대한 가만히 두려고 했는데 그럼 답답해서 미칠 것 같아요.	1
9751497	6월 부터 너무 답답해요.	1
8117850	나를 자유롭게 놔뒀으면 좋겠어.	1
6277438	"나까지 잘못되면 안 되는데, 나까지 문제 있으면 안 되는데.."	1
5878347	그런데 요즘에는 답답해.	1
9465707	숨긴다고 숨길 수 있는 게 아니라는 건 아는데 그래도… 그냥 제가 답답해요.	1
9405373	어떻게 하면 좋을까… 진짜 답답하다.	1
4758250	"근데… 아, 잘 모르겠다. 뭐가 문젠지 모르겠어. 너무 답답해."	1
3644982	아침에 눈뜨자마자 막막해요.	1
9724344	사람이 많은 자리라서 그런지 굉장히 갑갑하게 느껴졌어.	0
9040261	기차에서 내려서 서울 시내로 가잖아? 그럼 더 답답해.	0
6824144	무슨 사람이 그렇게 많은지…	0
10184469	사람이 많이 모여있는 곳에 가면 옥죄듯 갑갑한 기분이 들어요.	0
9589406	사람 빽빽이 들어찬 교실에 앉아 있다 보면 너무너무 답답해…	0
4879638	말문이 턱 막혔어… 	0
9915234	좀 당황스럽기도 해.	0
3274253	"내 직업이 사람 만나는 일인데, 너무 당황이 되는 거야."	0
8652917	심장이 덜컥 내려앉는 거 같았어요.	0
1043813	좀 어이가 없었죠.	0
10221467	"아, 진짜 큰일났다… 그런 생각밖에 안 들었어."	0
1656447	그런 일이 처음이라..얼마나 당황했던지..	0
1911721	그런 생각은 안 해봤어서 좀 당황스럽긴 한데 일단 가보라니까…	0
